,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
798,t_1|participant_id[18],-0.318,0.191,-0.648,0.062,0.006,0.004,994.0,863.0,
799,t_1|participant_id[19],-0.026,0.19,-0.379,0.332,0.006,0.005,938.0,766.0,
800,t_1|participant_id[20],-0.181,0.206,-0.556,0.204,0.006,0.005,1018.0,908.0,
801,t_1|participant_id[21],-0.323,0.19,-0.665,0.022,0.006,0.004,1010.0,905.0,
802,t_1|participant_id[22],-0.383,0.19,-0.71,-0.01,0.006,0.004,956.0,874.0,
803,t_1|participant_id[23],0.306,0.192,-0.075,0.638,0.006,0.004,972.0,886.0,
804,t_1|participant_id[24],-0.348,0.189,-0.717,-0.011,0.006,0.004,921.0,944.0,
805,t_1|participant_id[25],-0.814,0.195,-1.189,-0.48,0.006,0.004,1009.0,945.0,
806,t_1|participant_id[26],0.108,0.203,-0.297,0.478,0.006,0.005,1004.0,874.0,
807,t_1|participant_id[27],-0.288,0.188,-0.656,0.039,0.006,0.004,961.0,918.0,
808,t_1|participant_id[28],-0.305,0.188,-0.638,0.055,0.006,0.004,980.0,900.0,
809,t_1|participant_id[29],-0.515,0.196,-0.867,-0.161,0.006,0.005,959.0,884.0,
810,t_1|participant_id[30],0.276,0.191,-0.071,0.62,0.006,0.004,945.0,866.0,
811,t_1|participant_id[31],-0.142,0.187,-0.483,0.205,0.006,0.005,986.0,879.0,
812,t_1|participant_id[32],0.652,0.193,0.279,1.012,0.006,0.004,943.0,944.0,
813,t_1|participant_id[33],0.733,0.196,0.377,1.11,0.006,0.004,950.0,983.0,
814,t_1|participant_id[34],0.886,0.199,0.547,1.3,0.006,0.005,938.0,979.0,
815,t_1|participant_id[35],-0.431,0.192,-0.765,-0.062,0.006,0.004,957.0,850.0,
816,t_1|participant_id[36],0.297,0.191,-0.03,0.679,0.006,0.004,1009.0,784.0,
817,t_1|participant_id[37],0.901,0.2,0.549,1.311,0.007,0.005,947.0,956.0,
818,t_1|participant_id[38],0.017,0.188,-0.338,0.352,0.006,0.005,945.0,823.0,
819,t_1|participant_id[39],-0.215,0.188,-0.572,0.107,0.006,0.004,978.0,916.0,
820,t_1|participant_id[40],-0.27,0.19,-0.613,0.082,0.006,0.004,1007.0,908.0,
821,t_1|participant_id[41],-0.849,0.205,-1.2,-0.461,0.007,0.005,959.0,844.0,
822,t_1|participant_id[42],-0.48,0.194,-0.828,-0.131,0.006,0.004,948.0,876.0,
823,t_1|participant_id[43],0.756,0.198,0.394,1.134,0.006,0.004,973.0,975.0,
824,t_1|participant_id[44],-0.101,0.191,-0.43,0.244,0.006,0.005,1002.0,878.0,
825,t_1|participant_id[45],-0.375,0.19,-0.728,-0.027,0.006,0.005,941.0,884.0,
826,t_1|participant_id[46],-0.17,0.189,-0.496,0.192,0.006,0.004,984.0,936.0,
827,t_1|participant_id[47],-0.043,0.189,-0.398,0.316,0.006,0.005,974.0,739.0,
