,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
162,alpha_1|participant_id[18],0.097,0.55,-0.859,1.167,0.017,0.012,1062.0,1024.0,
163,alpha_1|participant_id[19],0.05,0.55,-0.859,1.321,0.018,0.013,839.0,982.0,
164,alpha_1|participant_id[20],0.015,0.588,-1.037,1.29,0.018,0.013,1003.0,981.0,
165,alpha_1|participant_id[21],0.026,0.565,-1.207,0.944,0.018,0.014,994.0,905.0,
166,alpha_1|participant_id[22],0.054,0.585,-1.028,1.226,0.02,0.014,846.0,850.0,
167,alpha_1|participant_id[23],0.066,0.518,-0.9,1.149,0.017,0.012,952.0,937.0,
168,alpha_1|participant_id[24],0.138,0.569,-0.963,1.215,0.018,0.013,901.0,939.0,
169,alpha_1|participant_id[25],0.102,0.565,-0.966,1.144,0.018,0.012,1064.0,983.0,
170,alpha_1|participant_id[26],-0.005,0.608,-1.252,1.038,0.019,0.014,1023.0,1005.0,
171,alpha_1|participant_id[27],0.025,0.586,-1.032,0.992,0.018,0.015,1135.0,819.0,
172,alpha_1|participant_id[28],0.154,0.591,-0.862,1.353,0.018,0.013,1097.0,848.0,
173,alpha_1|participant_id[29],0.185,0.553,-0.819,1.229,0.017,0.012,1083.0,888.0,
174,alpha_1|participant_id[30],0.05,0.568,-1.006,1.155,0.019,0.013,997.0,983.0,
175,alpha_1|participant_id[31],0.003,0.583,-1.115,1.068,0.019,0.013,926.0,854.0,
176,alpha_1|participant_id[32],-0.367,0.782,-1.982,0.898,0.025,0.018,794.0,850.0,
177,alpha_1|participant_id[33],-0.027,0.615,-1.313,1.012,0.018,0.014,1093.0,1067.0,
178,alpha_1|participant_id[34],-0.484,0.953,-2.073,0.793,0.03,0.021,1008.0,978.0,
179,alpha_1|participant_id[35],0.082,0.606,-1.053,1.314,0.022,0.015,792.0,870.0,
180,alpha_1|participant_id[36],0.04,0.542,-0.949,1.153,0.018,0.013,852.0,850.0,
181,alpha_1|participant_id[37],0.011,0.594,-1.055,1.122,0.02,0.014,972.0,915.0,
182,alpha_1|participant_id[38],0.084,0.561,-0.953,1.238,0.018,0.013,923.0,981.0,
183,alpha_1|participant_id[39],-0.142,0.716,-1.38,0.966,0.023,0.016,989.0,738.0,
184,alpha_1|participant_id[40],0.076,0.584,-0.923,1.189,0.017,0.013,1138.0,983.0,
185,alpha_1|participant_id[41],0.239,0.616,-0.696,1.485,0.019,0.014,943.0,1020.0,
186,alpha_1|participant_id[42],0.104,0.523,-0.835,1.317,0.017,0.012,950.0,716.0,
187,alpha_1|participant_id[43],-0.103,0.581,-1.301,0.823,0.018,0.013,1047.0,983.0,
188,alpha_1|participant_id[44],0.055,0.595,-1.078,1.07,0.02,0.014,912.0,881.0,
189,alpha_1|participant_id[45],0.181,0.574,-0.905,1.161,0.018,0.013,961.0,900.0,
190,alpha_1|participant_id[46],0.062,0.65,-1.104,1.219,0.02,0.014,1088.0,979.0,
191,alpha_1|participant_id[47],0.091,0.569,-1.093,1.053,0.017,0.013,1072.0,1026.0,
192,alpha_1|participant_id[48],0.049,0.579,-1.085,1.082,0.019,0.013,986.0,948.0,
193,alpha_1|participant_id[49],-0.035,0.591,-1.453,0.871,0.019,0.013,974.0,944.0,
194,alpha_1|participant_id[50],0.002,0.625,-1.228,1.151,0.019,0.014,1072.0,1026.0,
195,alpha_1|participant_id[51],0.019,0.555,-1.076,1.032,0.018,0.012,931.0,937.0,
196,alpha_1|participant_id[52],0.076,0.563,-0.87,1.182,0.017,0.013,1096.0,908.0,
197,alpha_1|participant_id[53],0.09,0.544,-0.863,1.308,0.018,0.013,824.0,1021.0,
198,alpha_1|participant_id[54],0.085,0.598,-0.993,1.243,0.019,0.013,1048.0,1026.0,
199,alpha_1|participant_id[55],0.161,0.587,-1.049,1.255,0.019,0.013,1011.0,1033.0,
200,alpha_1|participant_id[56],-0.065,0.561,-1.059,1.184,0.019,0.014,862.0,944.0,
201,alpha_1|participant_id[57],0.162,0.598,-0.899,1.304,0.019,0.013,985.0,1024.0,
202,alpha_1|participant_id[58],-0.009,0.569,-1.094,1.064,0.019,0.013,962.0,874.0,
203,alpha_1|participant_id[59],0.091,0.602,-0.89,1.259,0.018,0.014,1108.0,983.0,
204,alpha_1|participant_id[60],0.075,0.594,-0.907,1.255,0.02,0.014,951.0,952.0,
205,alpha_1|participant_id[61],-0.051,0.625,-1.16,1.059,0.02,0.014,977.0,976.0,
206,alpha_1|participant_id[62],0.078,0.544,-1.044,0.938,0.018,0.013,908.0,981.0,
207,alpha_1|participant_id[63],0.149,0.56,-0.794,1.307,0.019,0.013,917.0,1026.0,
208,alpha_1|participant_id[64],0.048,0.531,-1.044,1.058,0.017,0.012,991.0,983.0,
209,alpha_1|participant_id[65],0.02,0.561,-0.9,1.195,0.018,0.013,960.0,972.0,
210,alpha_1|participant_id[66],-0.006,0.62,-1.2,1.163,0.021,0.015,882.0,874.0,
211,alpha_1|participant_id[67],0.103,0.577,-0.931,1.291,0.018,0.014,1123.0,916.0,
212,alpha_1|participant_id[68],0.097,0.579,-0.869,1.255,0.019,0.014,946.0,1011.0,
213,alpha_1|participant_id[69],-0.016,0.564,-0.935,1.215,0.018,0.013,986.0,972.0,
214,v_prevresp|participant_id[1],-0.562,0.664,-1.757,0.456,0.022,0.015,911.0,944.0,
215,v_prevresp|participant_id[2],0.101,0.245,-0.401,0.549,0.008,0.006,1000.0,944.0,
216,v_prevresp|participant_id[3],0.01,0.332,-0.624,0.651,0.011,0.008,969.0,942.0,
217,v_prevresp|participant_id[4],0.162,0.364,-0.464,0.849,0.011,0.008,1069.0,1026.0,
218,v_prevresp|participant_id[5],-0.353,0.376,-1.078,0.321,0.012,0.008,1055.0,992.0,
219,v_prevresp|participant_id[6],0.114,0.439,-0.63,0.996,0.015,0.011,858.0,996.0,
220,v_prevresp|participant_id[7],-0.003,0.41,-0.786,0.753,0.013,0.009,976.0,944.0,
221,v_prevresp|participant_id[8],0.067,0.389,-0.543,0.809,0.013,0.009,914.0,983.0,
222,v_prevresp|participant_id[9],-0.44,0.485,-1.432,0.182,0.016,0.011,801.0,971.0,
223,v_prevresp|participant_id[10],-0.041,0.289,-0.59,0.488,0.009,0.007,1031.0,916.0,
224,v_prevresp|participant_id[11],-0.441,0.385,-1.214,0.145,0.012,0.009,998.0,743.0,
225,v_prevresp|participant_id[12],-0.326,0.357,-1.007,0.239,0.012,0.008,897.0,936.0,
226,v_prevresp|participant_id[13],-0.077,0.445,-0.909,0.755,0.014,0.01,927.0,1026.0,
227,v_prevresp|participant_id[14],-0.328,0.568,-1.359,0.649,0.018,0.013,1032.0,971.0,
