,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
131,z_1|participant_id_offset[57],-0.351,0.579,-1.328,0.834,0.019,0.014,920.0,944.0,
132,z_1|participant_id_offset[58],-0.162,1.032,-2.093,1.715,0.032,0.023,1017.0,982.0,
133,z_1|participant_id_offset[59],0.058,0.716,-1.335,1.354,0.023,0.016,983.0,943.0,
134,z_1|participant_id_offset[60],1.799,0.825,0.206,3.25,0.026,0.019,1012.0,941.0,
135,z_1|participant_id_offset[61],-0.199,0.58,-1.321,0.789,0.019,0.013,946.0,910.0,
136,z_1|participant_id_offset[62],-0.246,0.717,-1.609,1.063,0.023,0.016,1004.0,1021.0,
137,z_1|participant_id_offset[63],-0.498,0.546,-1.486,0.539,0.018,0.013,955.0,978.0,
138,z_1|participant_id_offset[64],-1.256,0.578,-2.238,-0.141,0.021,0.015,728.0,791.0,
139,z_1|participant_id_offset[65],0.482,0.703,-0.856,1.805,0.023,0.017,891.0,813.0,
140,z_1|participant_id_offset[66],-0.02,1.07,-2.101,1.851,0.033,0.024,1027.0,930.0,
141,z_1|participant_id_offset[67],-0.361,0.798,-1.706,1.169,0.031,0.022,667.0,791.0,
142,z_1|participant_id_offset[68],-0.325,0.705,-1.645,0.909,0.022,0.015,1041.0,975.0,
143,z_1|participant_id_offset[69],-0.335,0.918,-2.023,1.338,0.031,0.022,856.0,941.0,
144,alpha_1|participant_id[1],0.087,0.435,-0.778,0.909,0.014,0.011,927.0,859.0,
145,alpha_1|participant_id[2],-0.037,0.455,-0.846,0.816,0.014,0.01,1027.0,936.0,
146,alpha_1|participant_id[3],0.032,0.435,-0.763,0.849,0.014,0.01,1012.0,1024.0,
147,alpha_1|participant_id[4],0.059,0.443,-0.709,1.021,0.015,0.01,948.0,942.0,
148,alpha_1|participant_id[5],-0.009,0.427,-0.828,0.826,0.013,0.012,1046.0,896.0,
149,alpha_1|participant_id[6],-0.043,0.457,-0.859,0.907,0.016,0.011,881.0,754.0,
150,alpha_1|participant_id[7],0.098,0.442,-0.726,0.915,0.014,0.01,1012.0,972.0,
151,alpha_1|participant_id[8],-0.036,0.417,-0.911,0.703,0.013,0.009,1095.0,1015.0,
152,alpha_1|participant_id[9],0.012,0.458,-0.884,0.84,0.016,0.011,869.0,975.0,
153,alpha_1|participant_id[10],0.009,0.451,-0.852,0.821,0.015,0.011,925.0,1013.0,
154,alpha_1|participant_id[11],0.046,0.435,-0.715,0.911,0.015,0.01,912.0,851.0,
155,alpha_1|participant_id[12],0.042,0.445,-0.797,0.881,0.014,0.01,1004.0,908.0,
156,alpha_1|participant_id[13],0.01,0.423,-0.799,0.803,0.013,0.009,1027.0,1020.0,
157,alpha_1|participant_id[14],-0.422,0.756,-1.75,0.725,0.023,0.017,989.0,1024.0,
158,alpha_1|participant_id[15],-0.017,0.433,-0.852,0.818,0.014,0.01,978.0,975.0,
159,alpha_1|participant_id[16],0.022,0.425,-0.868,0.766,0.013,0.009,1062.0,1022.0,
160,alpha_1|participant_id[17],0.063,0.424,-0.706,0.962,0.014,0.01,926.0,800.0,
161,alpha_1|participant_id[18],0.011,0.461,-0.87,0.829,0.015,0.01,958.0,890.0,
162,alpha_1|participant_id[19],0.015,0.425,-0.72,0.849,0.014,0.01,835.0,900.0,
163,alpha_1|participant_id[20],0.0,0.45,-0.83,0.847,0.014,0.011,1030.0,944.0,
164,alpha_1|participant_id[21],0.018,0.444,-0.745,0.84,0.015,0.01,922.0,876.0,
165,alpha_1|participant_id[22],0.024,0.438,-0.669,0.906,0.015,0.011,887.0,881.0,
166,alpha_1|participant_id[23],0.028,0.444,-0.743,0.958,0.014,0.01,1048.0,964.0,
167,alpha_1|participant_id[24],0.042,0.427,-0.782,0.99,0.014,0.01,989.0,878.0,
168,alpha_1|participant_id[25],0.032,0.405,-0.71,0.9,0.013,0.01,998.0,699.0,
169,alpha_1|participant_id[26],0.049,0.44,-0.743,0.917,0.014,0.01,998.0,808.0,
170,alpha_1|participant_id[27],0.014,0.449,-0.829,0.886,0.014,0.01,990.0,1023.0,
171,alpha_1|participant_id[28],0.066,0.414,-0.796,0.822,0.013,0.009,1035.0,947.0,
172,alpha_1|participant_id[29],0.055,0.459,-0.693,0.992,0.015,0.011,848.0,1016.0,
173,alpha_1|participant_id[30],0.011,0.467,-0.947,0.787,0.015,0.011,981.0,871.0,
174,alpha_1|participant_id[31],-0.004,0.446,-0.789,0.841,0.015,0.01,923.0,745.0,
175,alpha_1|participant_id[32],-0.059,0.5,-0.945,0.867,0.017,0.012,951.0,538.0,
176,alpha_1|participant_id[33],0.041,0.44,-0.89,0.806,0.014,0.01,1024.0,983.0,
177,alpha_1|participant_id[34],-0.218,0.571,-1.393,0.681,0.018,0.012,1038.0,927.0,
178,alpha_1|participant_id[35],-0.008,0.43,-0.818,0.831,0.013,0.01,1016.0,986.0,
179,alpha_1|participant_id[36],-0.002,0.423,-0.832,0.826,0.013,0.01,1103.0,880.0,
180,alpha_1|participant_id[37],0.043,0.432,-0.69,1.058,0.014,0.01,879.0,974.0,
181,alpha_1|participant_id[38],0.037,0.411,-0.745,0.77,0.014,0.01,884.0,857.0,
182,alpha_1|participant_id[39],-0.036,0.474,-0.999,0.841,0.015,0.01,1037.0,948.0,
183,alpha_1|participant_id[40],-0.004,0.42,-0.884,0.749,0.013,0.009,1002.0,925.0,
184,alpha_1|participant_id[41],0.105,0.441,-0.715,0.912,0.014,0.01,960.0,874.0,
185,alpha_1|participant_id[42],0.033,0.429,-0.743,0.933,0.014,0.01,990.0,929.0,
186,alpha_1|participant_id[43],-0.023,0.465,-0.922,0.916,0.015,0.011,994.0,945.0,
187,alpha_1|participant_id[44],0.031,0.465,-0.816,0.933,0.016,0.011,885.0,1023.0,
188,alpha_1|participant_id[45],0.066,0.436,-0.674,0.912,0.015,0.011,906.0,942.0,
189,alpha_1|participant_id[46],-0.003,0.46,-0.942,0.863,0.016,0.011,893.0,776.0,
190,alpha_1|participant_id[47],0.034,0.458,-0.907,0.789,0.015,0.011,930.0,1035.0,
191,alpha_1|participant_id[48],-0.011,0.44,-0.767,0.866,0.015,0.01,897.0,881.0,
192,alpha_1|participant_id[49],0.012,0.439,-0.927,0.833,0.018,0.013,656.0,705.0,
193,alpha_1|participant_id[50],0.051,0.432,-0.757,0.84,0.013,0.01,1041.0,981.0,
194,alpha_1|participant_id[51],0.013,0.454,-0.949,0.728,0.014,0.01,1050.0,1026.0,
195,alpha_1|participant_id[52],0.046,0.422,-0.834,0.79,0.015,0.01,860.0,849.0,
196,alpha_1|participant_id[53],0.046,0.408,-0.682,0.776,0.013,0.009,930.0,988.0,
197,alpha_1|participant_id[54],0.03,0.467,-0.83,0.964,0.014,0.01,1049.0,992.0,
198,alpha_1|participant_id[55],0.069,0.432,-0.766,0.838,0.013,0.01,1023.0,1016.0,
199,alpha_1|participant_id[56],-0.065,0.482,-0.878,0.849,0.016,0.011,990.0,770.0,
200,alpha_1|participant_id[57],0.054,0.428,-0.717,0.87,0.014,0.01,955.0,983.0,
201,alpha_1|participant_id[58],-0.002,0.413,-0.852,0.665,0.014,0.01,936.0,879.0,
202,alpha_1|participant_id[59],0.062,0.438,-0.778,0.88,0.014,0.01,923.0,1026.0,
203,alpha_1|participant_id[60],0.062,0.452,-0.737,0.932,0.014,0.01,961.0,874.0,
204,alpha_1|participant_id[61],0.029,0.467,-0.948,0.846,0.014,0.011,1035.0,984.0,
205,alpha_1|participant_id[62],0.034,0.473,-0.767,1.035,0.015,0.011,1019.0,881.0,
206,alpha_1|participant_id[63],0.081,0.44,-0.748,0.967,0.016,0.011,806.0,755.0,
207,alpha_1|participant_id[64],0.028,0.411,-0.834,0.803,0.013,0.01,992.0,983.0,
208,alpha_1|participant_id[65],-0.023,0.438,-0.822,0.901,0.014,0.01,1054.0,972.0,
209,alpha_1|participant_id[66],0.033,0.417,-0.696,0.907,0.014,0.01,917.0,745.0,
210,alpha_1|participant_id[67],0.027,0.425,-0.743,0.851,0.013,0.009,968.0,848.0,
211,alpha_1|participant_id[68],0.032,0.432,-0.807,0.91,0.014,0.01,963.0,908.0,
212,alpha_1|participant_id[69],-0.026,0.465,-0.818,0.875,0.015,0.011,980.0,952.0,
213,v_signed_contrast|participant_id[1],-0.16,0.323,-0.677,0.455,0.011,0.008,867.0,833.0,
214,v_signed_contrast|participant_id[2],0.001,0.33,-0.456,0.536,0.011,0.008,989.0,828.0,
215,v_signed_contrast|participant_id[3],-0.05,0.483,-0.63,0.388,0.016,0.011,939.0,975.0,
216,v_signed_contrast|participant_id[4],-0.008,0.318,-0.408,0.501,0.012,0.009,784.0,952.0,
217,v_signed_contrast|participant_id[5],-0.034,0.339,-0.577,0.49,0.012,0.009,988.0,910.0,
218,v_signed_contrast|participant_id[6],-0.032,0.246,-0.474,0.346,0.008,0.006,957.0,1025.0,
219,v_signed_contrast|participant_id[7],-0.077,0.499,-0.693,0.375,0.016,0.012,903.0,875.0,
220,v_signed_contrast|participant_id[8],-0.005,0.501,-0.52,0.377,0.017,0.012,960.0,739.0,
221,v_signed_contrast|participant_id[9],-0.026,0.281,-0.436,0.551,0.009,0.006,1043.0,1029.0,
222,v_signed_contrast|participant_id[10],-0.032,0.328,-0.508,0.456,0.011,0.008,929.0,940.0,
223,v_signed_contrast|participant_id[11],-0.023,0.293,-0.455,0.466,0.01,0.007,1028.0,899.0,
224,v_signed_contrast|participant_id[12],-0.072,0.47,-0.763,0.56,0.017,0.012,675.0,850.0,
225,v_signed_contrast|participant_id[13],-0.031,0.26,-0.441,0.504,0.009,0.006,910.0,979.0,
226,v_signed_contrast|participant_id[14],-0.125,0.361,-0.779,0.32,0.012,0.008,1013.0,887.0,
227,v_signed_contrast|participant_id[15],-0.062,0.346,-0.631,0.339,0.011,0.008,993.0,999.0,
228,v_signed_contrast|participant_id[16],-0.122,0.323,-0.631,0.386,0.011,0.008,1026.0,941.0,
229,v_signed_contrast|participant_id[17],-0.06,0.329,-0.514,0.488,0.011,0.008,933.0,812.0,
230,v_signed_contrast|participant_id[18],-0.07,0.406,-0.7,0.442,0.014,0.01,864.0,907.0,
231,v_signed_contrast|participant_id[19],-0.051,0.316,-0.685,0.367,0.011,0.008,931.0,942.0,
232,v_signed_contrast|participant_id[20],-0.007,0.273,-0.518,0.399,0.009,0.006,1010.0,1025.0,
233,v_signed_contrast|participant_id[21],-0.098,0.346,-0.767,0.325,0.011,0.008,1069.0,1119.0,
234,v_signed_contrast|participant_id[22],-0.074,0.317,-0.661,0.339,0.011,0.008,1010.0,624.0,
235,v_signed_contrast|participant_id[23],-0.04,0.292,-0.506,0.511,0.01,0.007,727.0,811.0,
236,v_signed_contrast|participant_id[24],-0.023,0.563,-0.544,0.446,0.018,0.013,1017.0,974.0,
237,v_signed_contrast|participant_id[25],-0.053,0.449,-0.531,0.602,0.016,0.011,1063.0,1026.0,
238,v_signed_contrast|participant_id[26],-0.213,0.389,-0.835,0.309,0.013,0.009,857.0,984.0,
239,v_signed_contrast|participant_id[27],-0.067,0.283,-0.496,0.363,0.009,0.007,1045.0,915.0,
240,v_signed_contrast|participant_id[28],-0.057,0.42,-0.627,0.446,0.013,0.01,1064.0,939.0,
241,v_signed_contrast|participant_id[29],-0.033,0.487,-0.562,0.505,0.017,0.012,969.0,947.0,
242,v_signed_contrast|participant_id[30],-0.046,0.371,-0.594,0.341,0.012,0.008,978.0,975.0,
243,v_signed_contrast|participant_id[31],-0.007,0.293,-0.521,0.471,0.009,0.007,988.0,941.0,
244,v_signed_contrast|participant_id[32],-0.033,0.286,-0.556,0.405,0.009,0.007,951.0,880.0,
245,v_signed_contrast|participant_id[33],-0.098,0.328,-0.736,0.313,0.012,0.009,880.0,898.0,
246,v_signed_contrast|participant_id[34],-0.065,0.346,-0.552,0.477,0.012,0.008,759.0,839.0,
247,v_signed_contrast|participant_id[35],-0.133,0.417,-0.809,0.317,0.014,0.01,986.0,878.0,
248,v_signed_contrast|participant_id[36],-0.039,0.443,-0.547,0.431,0.014,0.01,904.0,881.0,
249,v_signed_contrast|participant_id[37],-0.08,0.288,-0.566,0.423,0.009,0.006,1010.0,961.0,
250,v_signed_contrast|participant_id[38],-0.026,0.52,-0.532,0.447,0.018,0.013,924.0,877.0,
251,v_signed_contrast|participant_id[39],-0.117,0.517,-0.652,0.432,0.017,0.012,895.0,867.0,
252,v_signed_contrast|participant_id[40],-0.047,0.354,-0.506,0.468,0.012,0.008,911.0,941.0,
