,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
360,t_1|participant_id[3],-0.047,0.332,-0.621,0.632,0.01,0.007,1052.0,937.0,
361,t_1|participant_id[4],0.416,0.4,-0.203,1.197,0.012,0.008,1113.0,1025.0,
362,t_1|participant_id[5],-0.035,0.301,-0.587,0.574,0.01,0.007,942.0,906.0,
363,t_1|participant_id[6],0.104,0.319,-0.481,0.721,0.01,0.007,957.0,929.0,
364,t_1|participant_id[7],-0.178,0.333,-0.763,0.46,0.011,0.007,994.0,980.0,
365,t_1|participant_id[8],0.04,0.315,-0.556,0.669,0.01,0.007,1003.0,972.0,
366,t_1|participant_id[9],0.108,0.34,-0.492,0.794,0.011,0.008,991.0,1026.0,
367,t_1|participant_id[10],0.334,0.403,-0.341,1.192,0.014,0.01,843.0,954.0,
368,t_1|participant_id[11],-0.296,0.289,-0.868,0.284,0.009,0.007,942.0,908.0,
369,t_1|participant_id[12],-0.045,0.322,-0.605,0.628,0.011,0.008,896.0,1070.0,
370,t_1|participant_id[13],-0.016,0.301,-0.625,0.543,0.01,0.007,920.0,983.0,
371,t_1|participant_id[14],0.897,0.464,0.155,1.765,0.013,0.01,1175.0,983.0,
372,t_1|participant_id[15],0.577,0.457,-0.143,1.569,0.014,0.01,1093.0,818.0,
373,t_1|participant_id[16],0.231,0.331,-0.414,0.825,0.011,0.007,971.0,982.0,
374,t_1|participant_id[17],0.25,0.364,-0.38,0.893,0.011,0.008,1171.0,979.0,
375,t_1|participant_id[18],0.018,0.314,-0.614,0.578,0.01,0.007,979.0,975.0,
376,t_1|participant_id[19],0.152,0.34,-0.447,0.837,0.01,0.008,1080.0,951.0,
377,t_1|participant_id[20],0.006,0.302,-0.598,0.529,0.01,0.007,997.0,944.0,
378,t_1|participant_id[21],0.031,0.301,-0.532,0.616,0.009,0.007,1097.0,946.0,
379,t_1|participant_id[22],0.057,0.311,-0.605,0.576,0.01,0.007,988.0,1020.0,
380,t_1|participant_id[23],0.153,0.319,-0.478,0.745,0.01,0.007,935.0,788.0,
381,t_1|participant_id[24],-0.155,0.283,-0.695,0.385,0.011,0.008,643.0,991.0,
382,t_1|participant_id[25],-0.461,0.282,-0.968,0.085,0.009,0.007,921.0,948.0,
383,t_1|participant_id[26],0.705,0.44,-0.001,1.591,0.014,0.01,995.0,902.0,
384,t_1|participant_id[27],0.223,0.389,-0.532,0.961,0.012,0.008,1127.0,1025.0,
385,t_1|participant_id[28],0.123,0.365,-0.579,0.764,0.012,0.008,917.0,1049.0,
386,t_1|participant_id[29],-0.339,0.339,-1.018,0.274,0.012,0.008,862.0,912.0,
387,t_1|participant_id[30],0.018,0.296,-0.543,0.608,0.009,0.007,1024.0,1008.0,
388,t_1|participant_id[31],0.168,0.321,-0.359,0.838,0.011,0.008,863.0,715.0,
389,t_1|participant_id[32],0.655,0.405,0.029,1.484,0.012,0.009,1050.0,942.0,
390,t_1|participant_id[33],0.739,0.453,-0.027,1.654,0.014,0.01,1058.0,983.0,
391,t_1|participant_id[34],0.843,0.491,0.028,1.724,0.015,0.011,1036.0,878.0,
392,t_1|participant_id[35],-0.02,0.315,-0.606,0.571,0.01,0.007,992.0,975.0,
393,t_1|participant_id[36],0.188,0.373,-0.504,0.85,0.011,0.008,1095.0,942.0,
394,t_1|participant_id[37],0.662,0.448,-0.114,1.524,0.014,0.011,995.0,912.0,
395,t_1|participant_id[38],0.186,0.358,-0.519,0.892,0.012,0.008,943.0,935.0,
396,t_1|participant_id[39],0.501,0.394,-0.189,1.196,0.012,0.009,1105.0,978.0,
397,t_1|participant_id[40],-0.157,0.271,-0.593,0.496,0.009,0.006,977.0,975.0,
398,t_1|participant_id[41],-0.493,0.316,-1.084,0.083,0.011,0.008,783.0,814.0,
399,t_1|participant_id[42],-0.295,0.302,-0.924,0.224,0.01,0.007,881.0,906.0,
400,t_1|participant_id[43],0.668,0.44,-0.114,1.473,0.014,0.01,1013.0,918.0,
401,t_1|participant_id[44],0.073,0.329,-0.513,0.715,0.011,0.008,956.0,878.0,
402,t_1|participant_id[45],0.007,0.333,-0.596,0.608,0.011,0.008,914.0,908.0,
403,t_1|participant_id[46],0.068,0.297,-0.464,0.66,0.01,0.007,909.0,907.0,
404,t_1|participant_id[47],-0.002,0.311,-0.589,0.613,0.01,0.007,1027.0,983.0,
405,t_1|participant_id[48],-0.042,0.304,-0.615,0.514,0.01,0.007,927.0,816.0,
406,t_1|participant_id[49],0.087,0.309,-0.469,0.737,0.01,0.007,949.0,933.0,
407,t_1|participant_id[50],0.769,0.459,0.042,1.711,0.014,0.01,1136.0,844.0,
408,t_1|participant_id[51],0.045,0.312,-0.505,0.653,0.009,0.007,1131.0,813.0,
409,t_1|participant_id[52],0.192,0.337,-0.328,0.907,0.011,0.007,941.0,1040.0,
410,t_1|participant_id[53],0.15,0.349,-0.546,0.772,0.01,0.008,1166.0,983.0,
411,t_1|participant_id[54],-0.092,0.277,-0.619,0.416,0.01,0.007,770.0,935.0,
412,t_1|participant_id[55],0.156,0.342,-0.417,0.849,0.011,0.008,1005.0,871.0,
413,t_1|participant_id[56],0.327,0.365,-0.343,0.99,0.012,0.008,1029.0,1070.0,
