,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
822,v_signed_contrast|participant_id[46],-0.123,0.357,-0.658,0.426,0.011,0.008,1069.0,831.0,
823,v_signed_contrast|participant_id[47],-0.093,0.386,-0.671,0.55,0.012,0.009,955.0,881.0,
824,v_signed_contrast|participant_id[48],-0.125,0.388,-0.824,0.455,0.013,0.009,958.0,908.0,
825,v_signed_contrast|participant_id[49],-0.079,0.364,-0.801,0.495,0.011,0.009,1016.0,976.0,
826,v_signed_contrast|participant_id[50],-0.258,0.472,-1.095,0.305,0.015,0.01,985.0,933.0,
827,v_signed_contrast|participant_id[51],-0.098,0.362,-0.763,0.302,0.012,0.008,953.0,908.0,
828,v_signed_contrast|participant_id[52],-0.089,0.433,-0.696,0.577,0.014,0.01,942.0,912.0,
829,v_signed_contrast|participant_id[53],-0.134,0.407,-0.953,0.382,0.014,0.01,1002.0,915.0,
830,v_signed_contrast|participant_id[54],-0.109,0.424,-0.714,0.544,0.015,0.01,834.0,912.0,
831,v_signed_contrast|participant_id[55],-0.076,0.33,-0.601,0.507,0.01,0.007,794.0,981.0,
832,v_signed_contrast|participant_id[56],-0.084,0.516,-0.7,0.51,0.017,0.012,969.0,748.0,
833,v_signed_contrast|participant_id[57],-0.09,0.394,-0.641,0.459,0.014,0.01,743.0,952.0,
834,v_signed_contrast|participant_id[58],-0.201,0.441,-0.882,0.321,0.014,0.01,1045.0,1015.0,
835,v_signed_contrast|participant_id[59],-0.303,0.477,-1.125,0.2,0.016,0.011,810.0,962.0,
836,v_signed_contrast|participant_id[60],-0.203,0.422,-0.948,0.262,0.014,0.01,904.0,783.0,
837,v_signed_contrast|participant_id[61],-0.19,0.366,-0.903,0.276,0.012,0.008,965.0,876.0,
838,v_signed_contrast|participant_id[62],-0.177,0.442,-0.886,0.422,0.014,0.01,940.0,956.0,
839,v_signed_contrast|participant_id[63],-0.184,0.584,-0.928,0.524,0.018,0.013,1135.0,1071.0,
840,v_signed_contrast|participant_id[64],-0.174,0.43,-0.878,0.43,0.015,0.01,750.0,743.0,
841,v_signed_contrast|participant_id[65],-0.117,0.439,-0.796,0.629,0.015,0.01,857.0,916.0,
842,v_signed_contrast|participant_id[66],-0.035,0.227,-0.479,0.365,0.007,0.005,955.0,874.0,
843,v_signed_contrast|participant_id[67],-0.109,0.357,-0.836,0.434,0.011,0.008,1076.0,992.0,
844,v_signed_contrast|participant_id[68],-0.063,0.389,-0.552,0.616,0.013,0.009,916.0,1015.0,
845,v_signed_contrast|participant_id[69],-0.062,0.343,-0.677,0.391,0.012,0.008,920.0,816.0,
